c_personid,name_chn,name_rm,surname_chn,given_name_chn,birthyear,deathyear,is_female,dynasty_code,dynasty_chn,dynasty_en,role,bridge_tier
31462,姜皎,Jiang Jiao,姜,皎,663,722,0,6,唐,Tang,bridge,B
31542,盧藏用,Lu Cangyong,盧,藏用,,713,0,6,唐,Tang,bridge,B
31552,薛稷,Xue Ji,薛,稷,649,713,0,6,唐,Tang,bridge,B
31558,薛曜,Xue Yao,薛,曜,,,0,6,唐,Tang,bridge,C
31560,宋之問,Song Zhiwen,宋,之問,656,712,0,6,唐,Tang,core,
31561,宋之悌,Song Zhiti,宋,之悌,,,0,6,唐,Tang,bridge,B
31575,李嶠,Li Qiao,李,嶠,645,714,0,6,唐,Tang,core,
31592,李邕,Li Yong,李,邕,678,747,0,6,唐,Tang,bridge,B
31628,岑文本,Cen Wenben,岑,文本,595,645,0,6,唐,Tang,bridge,B
31631,岑羲,Cen Xi,岑,羲,,712,0,6,唐,Tang,bridge,B
31640,武平一,Wu Pingyi,武,平一,,,0,6,唐,Tang,bridge,B
31847,源乾曜,Yuan Qianyao,源,乾曜,,731,0,6,唐,Tang,bridge,B
31999,裴休,Pei Xiu,裴,休,791,864,0,6,唐,Tang,bridge,C
32019,張弘靖,Zhang Hongjing,張,弘靖,760,824,0,6,唐,Tang,bridge,B
32054,牛僧孺,Niu Sengru,牛,僧孺,780,848,0,6,唐,Tang,core,
32061,韓朝宗,Han Chaozong,韓,朝宗,686,750,0,6,唐,Tang,bridge,B
32085,韋述,Wei Shu,韋,述,,757,0,6,唐,Tang,bridge,B
32109,崔玄亮,Cui Xuanliang,崔,玄亮,,,0,6,唐,Tang,bridge,B
32114,崔鉉,Cui Xuan,崔,鉉,,869,0,6,唐,Tang,bridge,B
32128,李適之,Li Shizhi,李,適之,,747,0,6,唐,Tang,bridge,B
32136,孫逖,Sun Ti,孫,逖,696,761,0,6,唐,Tang,bridge,B
32162,李華,Li Hua,李,華,715,766,0,6,唐,Tang,bridge,C
32165,李峴,Li Xian,李,峴,712,766,0,6,唐,Tang,bridge,C
32169,蕭穎士,Xiao Yingshi,蕭,穎士,709,760,0,6,唐,Tang,core,
32174,王維,Wang Wei,王,維,700,761,0,6,唐,Tang,core,
32175,王縉,Wang Jin,王,縉,700,781,0,6,唐,Tang,bridge,B
32189,胡皓,Hu Hao,胡,皓,,,0,6,唐,Tang,bridge,B
32198,沈佺期,Shen Quanqi,沈,佺期,,713,0,6,唐,Tang,core,
32202,李神通,Li Shentong,李,神通,,630,0,6,唐,Tang,bridge,B
32207,李璟,Li Jing(8),李,璟,,,0,6,唐,Tang,core,
32225,白敏中,Bai Minzhong,白,敏中,792,861,0,6,唐,Tang,bridge,B
32227,白居易,Bai Juyi,白,居易,772,846,0,6,唐,Tang,core,
32248,元稹,Yuan Zhen,元,稹,779,831,0,6,唐,Tang,core,
32400,崔造,Cui Zao(2),崔,造,737,787,0,6,唐,Tang,bridge,C
32404,蘇綰,Su Wan,蘇,綰,,,0,6,唐,Tang,bridge,B
32430,顏師古,Yan Shigu,顏,師古,581,645,0,6,唐,Tang,bridge,C
32534,李林甫,Li Linfu,李,林甫,,752,0,6,唐,Tang,core,
32540,李白,Li Bai,李,白,701,762,0,6,唐,Tang,core,
32562,苗晉卿,Miao Jinqing,苗,晉卿,689,765,0,6,唐,Tang,bridge,B
32575,蕭昕,Xiao Xin,蕭,昕,699,791,0,6,唐,Tang,bridge,B
32583,岑參,Cen Shen,岑,參,715,770,0,6,唐,Tang,core,
32593,杜審言,Du Shenyan,杜,審言,645,708,0,6,唐,Tang,core,
32641,崔邠,Cui Bin,崔,邠,754,815,0,6,唐,Tang,bridge,B
32644,崔鄲,Cui Dan(2),崔,鄲,,,0,6,唐,Tang,bridge,B
32672,元載,Yuan Zai,元,載,,777,0,6,唐,Tang,bridge,B
32683,杜鴻漸,Du Hongjian,杜,鴻漸,709,769,0,6,唐,Tang,bridge,B
32694,賈至,Jia Zhi,賈,至,718,772,0,6,唐,Tang,bridge,B
32746,李蔚,Li Wei,李,蔚,,879,0,6,唐,Tang,bridge,C
32760,李絳,Li Jiang,李,絳,764,830,0,6,唐,Tang,bridge,B
32785,陳京,Chen Jing,陳,京,,805,0,6,唐,Tang,bridge,C
32822,韋應物,Wei Yingwu,韋,應物,737,,0,6,唐,Tang,core,
32847,李泌,Li Bi,李,泌,722,789,0,6,唐,Tang,core,
32873,段秀實,Duan Xiushi,段,秀實,719,783,0,6,唐,Tang,bridge,B
32889,元結,Yuan Jie,元,結,719,772,0,6,唐,Tang,core,
32917,獨孤及,Dugu Ji,獨孤,及,725,777,0,6,唐,Tang,core,
32937,獨孤朗,Dugu Lang,獨孤,朗,775,827,0,6,唐,Tang,bridge,C
32940,獨孤郁,Dugu Yu,獨孤,郁,776,815,0,6,唐,Tang,bridge,B
32980,令狐楚,Linghu Chu,令狐,楚,766,837,0,6,唐,Tang,core,
32985,令狐綯,Linghu Tao,令狐,綯,,861,0,6,唐,Tang,core,
33026,崔國輔,Cui Guofu,崔,國輔,,,0,6,唐,Tang,bridge,B
33062,哥舒翰,Geshu Han,哥舒,翰,,757,0,6,唐,Tang,core,
33104,皇甫鏞,Huangfu Yong,皇甫,鏞,760,836,0,6,唐,Tang,bridge,B
33148,鄭珣瑜,Zheng Xunyu,鄭,珣瑜,738,805,0,6,唐,Tang,bridge,C
33153,鄭餘慶,Zheng Yuqing,鄭,餘慶,746,820,0,6,唐,Tang,bridge,B
33158,鄭澣,Zheng Huan,鄭,澣,776,839,0,6,唐,Tang,bridge,B
33485,李賀,Li He(3),李,賀,805,831,0,6,唐,Tang,core,
33487,李益,Li Yi,李,益,748,827,0,6,唐,Tang,bridge,B
33566,劉長卿,Liu Changqing,劉,長卿,,790,0,6,唐,Tang,core,
33588,柳公綽,Liu Gongchuo,柳,公綽,768,832,0,6,唐,Tang,bridge,C
33589,柳公權,Liu Gongquan,柳,公權,778,865,0,6,唐,Tang,core,
33606,劉禹錫,Liu Yuxi,劉,禹錫,772,842,0,6,唐,Tang,core,
33638,薛據,Xue Ju,薛,據,,,0,6,唐,Tang,bridge,B
33649,羅隱,Luo Yin,羅,隱,833,910,0,11,吳越,WuYue (10 states),core,
33651,盧照鄰,Lu Zhaolin,盧,照鄰,634,686,0,6,唐,Tang,core,
33705,陸贄,Lu Zhi,陸,贄,754,805,0,6,唐,Tang,bridge,C
33753,陸龜蒙,Lu Guimeng,陸,龜蒙,,881,0,6,唐,Tang,core,
33754,盧鴻,Lu Hong,盧,鴻,,,0,6,唐,Tang,bridge,B
33859,陸羽,Lu Yu,陸,羽,733,805,0,6,唐,Tang,core,
34916,杜荀鶴,Du Xunhe,杜,荀鶴,846,904,0,6,唐,Tang,core,
36130,項斯,Xiang Si,項,斯,,,0,6,唐,Tang,core,
43849,吳道子,Wu Daozi,吳,道子,680,759,0,6,唐,Tang,core,
91930,上官儀,Shangguan Yi,上官,儀,607,664,0,6,唐,Tang,bridge,C
91931,上官婉兒,Shangguan Wan'er,上官,婉兒,664,710,1,6,唐,Tang,core,
91939,釋廣宣,Shi  Guangxuan,釋,廣宣,,,0,6,唐,Tang,bridge,B
91973,馬戴,Ma Dai,馬,戴,,,0,6,唐,Tang,bridge,B
91975,王之渙,Wang Zhihuan,王,之渙,688,742,0,6,唐,Tang,core,
91990,王貞白,Wang Zhenbai,王,貞白,,,0,6,唐,Tang,bridge,C
92035,王昌齡,Wang Changling,王,昌齡,690,756,0,6,唐,Tang,core,
92047,王建,Wang Jian,王,建,766,,0,6,唐,Tang,core,
92050,王駕,Wang Jia,王,駕,,,0,6,唐,Tang,bridge,C
92061,王起,Wang Qi,王,起,760,847,0,6,唐,Tang,bridge,B
92076,王晙,Wang Jun,王,晙,662,732,0,6,唐,Tang,bridge,B
92079,王涯,Wang Ya,王,涯,763,835,0,6,唐,Tang,bridge,B
92084,王琚,Wang Ju,王,琚,685,746,0,6,唐,Tang,bridge,C
92109,王播,Wang Bo,王,播,759,830,0,6,唐,Tang,bridge,B
92120,王翰,Wang Han,王,翰,,,0,6,唐,Tang,bridge,B
92133,釋元孚,Shi Yuanfu,釋,元孚,,,0,6,唐,Tang,bridge,B
92136,元宗簡,Yuan Zongjian,元,宗簡,,822,0,6,唐,Tang,bridge,B
92147,釋無可,Shi  Wuke,釋,無可,,,0,6,唐,Tang,core,
92153,韋丹,Wei Dan,韋,丹,753,810,0,6,唐,Tang,bridge,B
92154,韋處厚,Wei Chuhou,韋,處厚,773,828,0,6,唐,Tang,bridge,B
92155,韋式,Wei Shi,韋,式,,,0,6,唐,Tang,bridge,B
92161,韋莊,Wei Zhuang,韋,莊,836,910,0,6,唐,Tang,core,
92177,韋夏卿,Wei Xiaqing,韋,夏卿,743,806,0,6,唐,Tang,bridge,B
92180,韋渠牟,Wei Qumou,韋,渠牟,749,801,0,6,唐,Tang,bridge,B
92196,韋蟾,Wei Chan,韋,蟾,,,0,6,唐,Tang,bridge,B
92246,釋文秀,Shi Wenxiu,釋,文秀,,,0,6,唐,Tang,bridge,C
92269,孔紹安,Kong Shaoan,孔,紹安,,,0,5,隋,Sui,bridge,C
92285,釋可朋,Shi Kepeng,釋,可朋,907,,0,6,唐,Tang,bridge,C
92324,盧言,Lu Yan,盧,言,,,0,6,唐,Tang,bridge,C
92328,盧綸,Lu Lun,盧,綸,,,0,6,唐,Tang,bridge,B
92366,盧肇,Lu Zhao,盧,肇,,,0,6,唐,Tang,bridge,B
92369,釋歸仁,Shi Guiren,釋,歸仁,,,0,6,唐,Tang,bridge,C
92411,包佶,Bao Ji,包,佶,727,792,0,6,唐,Tang,bridge,B
92423,陳褘,Chen Yi,陳,褘,600,664,0,6,唐,Tang,bridge,C
92446,司空曙,Sikong Shu,司空,曙,,,0,6,唐,Tang,bridge,B
92452,司馬承禎,Sima Chengzhen,司馬,承禎,647,735,0,6,唐,Tang,core,
92463,戎昱,Rong Yu,戎,昱,,,0,6,唐,Tang,bridge,B
92516,呂溫,Lv Wen,呂,溫,772,811,0,6,唐,Tang,core,
92533,朱可久,Zhu Kejiu,朱,可久,,,0,6,唐,Tang,bridge,B
92541,朱放,Zhu Fang,朱,放,,788,0,6,唐,Tang,bridge,B
92577,任敬臣,Ren Jingchen,任,敬臣,,,0,6,唐,Tang,bridge,C
92603,劉乂,Liu  Yi,劉,乂,,,0,6,唐,Tang,bridge,B
92608,劉太真,Liu Taizhen,劉,太真,725,792,0,6,唐,Tang,bridge,C
92665,劉眘虛,Liu Shenxu,劉,眘虛,,,0,6,唐,Tang,bridge,B
92673,劉得仁,Liu Deren,劉,得仁,,,0,6,唐,Tang,core,
92704,胡得生,Hu Desheng,胡,得生,864,943,0,34,後梁,Later Liang (5 dynasties),bridge,B
92743,許渾,Xu Hun,許,渾,791,,0,6,唐,Tang,core,
92751,許棠,Xu Tang,許,棠,822,,0,6,唐,Tang,bridge,B
92814,嚴維,Yan Wei,嚴,維,,780,0,6,唐,Tang,bridge,B
92864,李山甫,Li Shanfu,李,山甫,,,0,6,唐,Tang,bridge,C
92899,李百藥,Li Baiyao,李,百藥,565,648,0,5,隋,Sui,core,
92921,李陽冰,Li Yangbing,李,陽冰,,,0,6,唐,Tang,bridge,C
92959,李賢,Li Xian,李,賢,654,684,0,6,唐,Tang,bridge,B
92982,李紳,Li Shen,李,紳,772,846,0,6,唐,Tang,core,
92999,李適,Li Shi,李,適,663,711,0,6,唐,Tang,bridge,B
93013,李泰,Li Tai,李,泰,618,652,0,6,唐,Tang,bridge,B
93022,李頎,Li Qi,李,頎,,,0,6,唐,Tang,bridge,B
93025,李逢吉,Li Fengji,李,逢吉,758,835,0,6,唐,Tang,bridge,B
93063,李程,Li Cheng,李,程,766,842,0,6,唐,Tang,bridge,B
93071,李渤,Li Bo,李,渤,773,831,0,6,唐,Tang,bridge,B
93080,李頻,Li Pin,李,頻,,876,0,6,唐,Tang,core,
93088,李廓,Li Kuo,李,廓,,,0,6,唐,Tang,bridge,B
93093,李群玉,Li Qunyu,李,群玉,,862,0,6,唐,Tang,bridge,B
93096,李嘉祐,Li Jiayou,李,嘉祐,,779,0,6,唐,Tang,bridge,B
93103,李端,Li Duan,李,端,,786,0,6,唐,Tang,bridge,C
93104,李愬,Li Su,李,愬,773,821,0,6,唐,Tang,bridge,B
93139,楊巨源,Yang Juyuan,楊,巨源,755,833,0,6,唐,Tang,bridge,B
93141,楊氏,Yang Shi,楊,氏,,926,1,0,未詳,unknown,bridge,B
93187,楊敬之,Yang Jingzhi,楊,敬之,,,0,6,唐,Tang,bridge,B
93189,楊嗣復,Yang Sifu,楊,嗣復,783,848,0,6,唐,Tang,bridge,B
93208,來濟,Lai Ji,來,濟,610,662,0,6,唐,Tang,bridge,C
93220,吳丹,Wu Dan,吳,丹,744,825,0,6,唐,Tang,bridge,B
93246,吳融,Wu Rong,吳,融,,903,0,6,唐,Tang,core,
93297,釋懷素,Shi  Huaisu,釋,懷素,737,,0,6,唐,Tang,bridge,B
93311,沈亞之,Shen Yazhi,沈,亞之,,831,0,6,唐,Tang,bridge,B
93347,宋若昭,Song Ruozhao,宋,若昭,,825,1,6,唐,Tang,core,
93348,宋若憲,Song Ruoxian,宋,若憲,,835,1,6,唐,Tang,core,
93367,釋靈澈,Shi  Lingche,釋,靈澈,746,816,0,6,唐,Tang,bridge,B
93409,張旭,Zhang Xu,張,旭,,,0,6,唐,Tang,core,
93452,張建封,Zhang Jianfeng,張,建封,735,800,0,6,唐,Tang,bridge,B
93458,張南史,Zhang Nanshi,張,南史,,,0,6,唐,Tang,bridge,B
93476,張祜,Zhang Hu,張,祜,792,853,0,6,唐,Tang,bridge,B
93503,張諲,Zhang Yin,張,諲,,,0,6,唐,Tang,bridge,B
93520,張道古,Zhang Daogu,張,道古,,908,0,6,唐,Tang,bridge,B
93522,張諤,Zhang E,張,諤,,,0,6,唐,Tang,bridge,C
93541,張蠙,Zhang Pin,張,蠙,,,0,75,前蜀,Former Shu (10 states),bridge,B
93543,張濛,Zhang Meng,張,濛,,,0,6,唐,Tang,bridge,C
93544,張曙,Zhang Shu,張,曙,,,0,6,唐,Tang,bridge,C
93603,陳希烈,Chen Xilie,陳,希烈,,757,0,6,唐,Tang,bridge,B
93627,陳陶,Chen Tao,陳,陶,803,879,0,6,唐,Tang,bridge,B
93663,武曌（武則天）,Wu Zhao(Wu Zetian),武,曌（武則天）,624,705,1,6,唐,Tang,core,
93671,苗發,Miao Fa,苗,發,,786,0,6,唐,Tang,bridge,C
93707,林寛,Lin Kuan,林,寛,,,0,6,唐,Tang,bridge,C
93785,周賀,Zhou He,周,賀,,,0,6,唐,Tang,core,
93803,魚玄機,Yu Xuanji,魚,玄機,844,868,1,6,唐,Tang,core,
93832,鄭谷,Zheng Gu,鄭,谷,851,,0,6,唐,Tang,core,
93893,鄭薰,Zheng Xun,鄭,薰,,,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
93894,鄭顥,Zheng Hao,鄭,顥,,860,0,6,唐,Tang,bridge,C
93952,孟郊,Meng Jiao,孟,郊,751,814,0,6,唐,Tang,core,
93956,孟浩然,Meng Haoran,孟,浩然,689,740,0,6,唐,Tang,core,
93963,孟簡,Meng Jian,孟,簡,,823,0,6,唐,Tang,bridge,B
94018,趙嘏,Zhao Gu,趙,嘏,806,852,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
94051,南卓,Nan Zhuo,南,卓,,,0,6,唐,Tang,bridge,B
94055,柳淡,Liu Dan,柳,淡,,,0,6,唐,Tang,bridge,B
94073,暢當,Chang Dang,暢,當,,,0,6,唐,Tang,bridge,C
94109,皇甫冉,Huangfu Ran,皇甫,冉,717,770,0,6,唐,Tang,bridge,B
94112,皇甫松,Huangfu Song,皇甫,松,,,0,6,唐,Tang,bridge,C
94116,皇甫湜,Huangfu Shi,皇甫,湜,777,835,0,6,唐,Tang,core,
94160,姚合,Yao He,姚,合,781,846,0,6,唐,Tang,core,
94172,姚鵠,Yao Hu,姚,鵠,,,0,6,唐,Tang,bridge,B
94183,釋貫休,Shi  Guanxiu,釋,貫休,832,912,0,6,唐,Tang,core,
94185,秦系,Qin Xi,秦,系,720,800,0,6,唐,Tang,bridge,B
94204,耿湋,Geng Wei,耿,湋,,,0,6,唐,Tang,bridge,B
94220,釋栖白,Shi Qibai,釋,栖白,,,0,6,唐,Tang,bridge,B
94227,賈島,Jia Dao,賈,島,779,843,0,6,唐,Tang,core,
94237,顧雲,Gu Yun,顧,雲,,894,0,6,唐,Tang,bridge,B
94240,顧況,Gu Kuang,顧,況,727,816,0,6,唐,Tang,bridge,B
94262,錢可復,Qian Kefu,錢,可復,,835,0,6,唐,Tang,bridge,C
94271,錢起,Qian Qi,錢,起,710,782,0,6,唐,Tang,core,
94273,錢徽,Qian Hui,錢,徽,755,829,0,6,唐,Tang,bridge,B
94305,徐浩,Xu Hao,徐,浩,703,782,0,6,唐,Tang,bridge,B
94324,殷堯藩,Yin Yaofan,殷,堯藩,,,0,6,唐,Tang,bridge,B
94341,高元裕,Gao Yuanyu,高,元裕,777,852,0,6,唐,Tang,bridge,B
94356,高駢,Gao Pian,高,駢,821,887,0,6,唐,Tang,bridge,C
94371,高蟾,Gao Chan,高,蟾,,,0,6,唐,Tang,bridge,C
94373,郭子儀,Guo Ziyi,郭,子儀,697,781,0,6,唐,Tang,bridge,C
94412,唐彥謙,Tang Yanqian,唐,彥謙,,893,0,6,唐,Tang,core,
94427,諸葛覺,Zhuge Jue,諸葛,覺,,,0,6,唐,Tang,bridge,B
94475,曹松,Cao Song,曹,松,830,902,0,6,唐,Tang,bridge,B
94484,釋虛中,Shi Xuzhong,釋,虛中,,,0,6,唐,Tang,bridge,B
94489,常建,Chang Jian,常,建,,,0,6,唐,Tang,bridge,C
94500,崔日用,Cui Riyong,崔,日用,673,722,0,6,唐,Tang,bridge,B
94549,崔泰之,Cui  Taizhi,崔,泰之,667,723,0,6,唐,Tang,bridge,B
94575,崔塗,Cui Tu,崔,塗,850,,0,6,唐,Tang,core,
94576,崔羣,Cui Qun,崔,羣,772,832,0,6,唐,Tang,bridge,C
94595,釋皎然,Shi  Jiaoran,釋,皎然,,,0,6,唐,Tang,core,
94614,章八元,Zhang Bayuan,章,八元,,,0,6,唐,Tang,bridge,C
94617,章孝標,Zhang Xiaobiao,章,孝標,,,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
94651,梁肅,Liang Su,梁,肅,753,793,0,6,唐,Tang,bridge,B
94691,蔣防,Jiang Fang,蔣,防,,,0,6,唐,Tang,bridge,B
94714,韓翃,Han Hong,韓,翃,,,0,6,唐,Tang,bridge,B
94717,韓偓,Han Wo,韓,偓,842,914,0,6,唐,Tang,core,
94722,韓湘,Han Xiang,韓,湘,795,,0,6,唐,Tang,bridge,B
94740,喩鳧,Yu Fu,喩,鳧,,,0,6,唐,Tang,bridge,B
94771,儲光羲,Chu Guangxi,儲,光羲,706,762,0,6,唐,Tang,bridge,B
94860,鮑溶,Bao Rong,鮑,溶,,,0,6,唐,Tang,bridge,B
